V1,V2,V3,V4,V5,Class,NormalizedAmount
-2.2890612569329973,-1.3137578136860328,-0.45256166920136287,-0.392802196519187,0.22478690273215843,0,-0.6762170075201476
1.4324819174525059,-1.0953016150698571,-0.12990978298068626,-1.362911413349975,-1.0173348511899962,0,1.1186171726672012
1.214722059686548,-0.16879678670214526,0.5814325187976135,0.6990203085838954,0.9644150056162036,0,0.4809428150194634
-0.8808636444882607,0.11095609606804342,-0.2032360793067729,-0.24351045590189468,0.36254257013643854,0,-0.8309584200837377
-0.8818788950440642,0.7869695655549953,1.1101176066663176,0.01536477589330941,-1.1351618290319083,0,1.5667243484335205
0.5126049723762208,-0.8911330086014864,-0.4046041451131437,-0.5782665873974266,-1.606237767474656,0,-0.6712586196196603
-0.012744150488368224,-1.0631090366494642,-0.3895349912803339,0.4752714739719898,-0.9773375592187207,0,1.6723347015949246
1.0543952158491143,0.13808715313362985,1.051979954209332,0.19869618438140332,0.8363018006717221,0,1.6651645024435904
0.47958092443308675,-0.2584007202071684,-0.7631243882676582,1.2127843891304184,-0.30160213364304606,0,-1.1226360723620896
1.5830307939565351,0.9267209977715248,0.24892909531666002,0.4805987129389843,0.08114251895541082,0,-0.7017382083169241
0.9700777779137266,0.48735980319038374,-1.660482667693824,-0.20268440183711084,-1.3385296707761687,0,-0.10153629944577204
0.7207730491405775,0.5553793476332188,1.8196393520611902,-0.7397168175025604,0.8632189790174234,0,0.5151280631455958
-0.3521247203036739,-0.10448134637686655,1.206551936236775,0.865952683916645,-2.015183664357737,0,0.043933883809757095
-0.4253212341618447,2.3555802585682057,2.750107199580755,-0.2825760987864578,-0.6553775160676849,0,1.572617216703591
-0.051758984705300826,-0.83774798159376,1.3383637314463854,-0.17171756659622076,0.4184638591137938,0,0.7225403456880838
1.840943069937208,0.610809833754775,-1.1296502296004816,-0.1719716062926747,-1.1226314450393453,0,-1.0504803700373897
-0.4062747293897843,-1.2696899870731073,0.668649860160592,-0.40160771065712936,0.6141292794504429,0,-1.42087178062015
0.260528987074016,-1.0734676777394523,-0.9180087622218045,-0.1545389942298694,-0.8691939785516023,0,0.599288587322601
-2.2448029077073093,-0.607345598765455,1.5780375070530985,1.9262075627325776,-1.226070592816307,0,-1.2360873764331812
0.6758087300440805,1.629323336618026,-1.1011402879775722,-1.0478220541276921,1.2864820646444746,0,0.9431103682193652
2.2571982810931392,0.2638944304540191,-1.1491548842397976,-0.8145042107616101,0.15393019309900502,0,-0.70764123950738
-0.9336381092629248,-0.5904780685443752,-1.6098114536966868,1.3843244181542498,0.5190360780496264,0,-0.6527249683227169
3.1744421371267584,0.3744363259545732,-0.48837982126300145,-0.3748043844950717,1.0182095845526968,0,-1.7474587851965022
0.18224060465665337,0.035147881424508566,-0.6894778247835713,-0.45062128407489505,-2.61929894950093,0,0.6429608163287163
-2.572931241384344,-0.4919733691391198,-1.2616491058392654,1.0348638567734338,0.6347826399703193,0,-1.3925689271111965
